Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,CityTier_1,CityTier_2,CityTier_3,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Complain_0,Complain_1,Churn
-0.7339894358331832,-1.1463790064465669,0.09265390767375757,-0.6729001566106634,-1.3018492051846484,-0.3859400367006511,-0.6814231238830277,0.1514364844998699,-0.3514653093845,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-0.1357035629881243,-0.90672085653126,0.09265390767375757,0.3037504960621994,-0.1878723034155825,-0.9243053505323323,-0.6814231238830277,-1.2490027529085863,-1.1447150100032129,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-0.1357035629881243,1.7295187925371156,-1.32485016896552,0.3037504960621994,-0.46636652885784896,-0.9243053505323323,-0.6814231238830277,-0.4087392104635126,-1.157315953236203,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-1.2126181341092304,-0.06791733182768596,-1.32485016896552,0.3037504960621994,2.0400815001225494,-0.9243053505323323,-0.6814231238830277,-0.4087392104635126,-0.8770465868121179,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
-1.2126181341092304,-0.42740455670064625,0.09265390767375757,-0.6729001566106634,-1.3018492051846484,-0.3859400367006511,-0.6814231238830277,-0.4087392104635126,-0.9678953227015784,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
-1.2126181341092304,0.7708861928758881,0.09265390767375757,1.2804011487350622,1.761587274680283,1.2291559047943925,1.0552958382996096,0.7116121794632524,-0.7729871846300063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-0.1357035629881243,-0.5472336316582997,-1.32485016896552,-0.6729001566106634,-0.46636652885784896,-0.9243053505323323,-0.6814231238830277,-1.2490027529085863,-1.1455279740827604,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.1357035629881243,-1.1463790064465669,0.09265390767375757,-0.6729001566106634,0.090621922026684,0.15242527713103013,-0.3340793314465002,-1.2490027529085863,-1.1034570829661647,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.34292513528792284,-0.7868917815736066,0.09265390767375757,0.3037504960621994,-0.46636652885784896,-0.9243053505323323,-0.6814231238830277,-0.6888270579452038,-1.0241930852102594,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.1357035629881243,1.849347867494769,-1.32485016896552,1.2804011487350622,-1.023354979742382,-0.3859400367006511,-0.6814231238830277,-0.9689149054268951,-1.1034570829661647,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
-0.7339894358331832,0.29156989304527436,-1.32485016896552,-0.6729001566106634,-0.1878723034155825,3.9209824739527988,4.181389970228357,0.9917000269449436,2.402856992123262,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.10361078614989928,-1.1463790064465669,0.09265390767375757,0.3037504960621994,-0.7448607543001154,-0.9243053505323323,-0.6814231238830277,-1.2490027529085863,-0.4758488135553052,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-1.2126181341092304,-0.5472336316582997,-1.32485016896552,-0.6729001566106634,-0.7448607543001154,0.15242527713103013,-0.3340793314465002,-0.6888270579452038,-0.870136392135962,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-1.2126181341092304,-0.06791733182768596,0.09265390767375757,0.3037504960621994,0.3691161474689505,-0.9243053505323323,-0.6814231238830277,-1.2490027529085863,-0.8809081661899696,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.1357035629881243,-0.06791733182768596,0.09265390767375757,0.3037504960621994,0.090621922026684,-0.9243053505323323,0.36060825342655467,0.7116121794632524,0.38548662872553136,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
-0.1357035629881243,-0.42740455670064625,0.09265390767375757,-0.6729001566106634,1.761587274680283,-0.3859400367006511,-0.6814231238830277,-0.6888270579452038,-1.148170107341291,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-1.2126181341092304,-0.42740455670064625,0.09265390767375757,0.3037504960621994,0.647610372911217,-0.3859400367006511,-0.6814231238830277,-1.2490027529085863,-0.9748055173777344,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-1.2126181341092304,-0.5472336316582997,-1.32485016896552,0.3037504960621994,-1.3018492051846484,-0.3859400367006511,-0.6814231238830277,-0.4087392104635126,-0.40207232333634735,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-1.2126181341092304,-0.3075754817429928,0.09265390767375757,1.2804011487350622,2.318575725564816,-0.3859400367006511,-0.6814231238830277,0.43152433198156115,-0.3350027867736581,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
